Filename;Object ID;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Column1;;;;
frame_083382.png;1;MTB;39;24;49;41; ;;;;
frame_083382.png;2;MTB;49;22;57;35; ;;;;
frame_083383.png;1;MTB;35;24;47;45; ;;;;
frame_083383.png;2;MTB;47;22;56;37; ;;;;
frame_083384.png;1;MTB;28;26;44;49; ;;;;
frame_083384.png;2;MTB;45;22;55;38; ;;;;
frame_083385.png;1;MTB;24;26;41;52; ;;;;
frame_083385.png;2;MTB;43;22;54;40; ;;;;
frame_083386.png;1;MTB;18;27;37;55; ;;;;
frame_083386.png;2;MTB;40;24;52;43; ;;;;
frame_083387.png;1;MTB;10;28;30;57; ;;;;
frame_083387.png;2;MTB;36;24;49;45; ;;;;
frame_083388.png;1;MTB;0;29;25;59; ;;;;
frame_083388.png;2;MTB;32;25;47;47; ;;;;
frame_083389.png;2;MTB;26;25;44;50; ;;;;
frame_083390.png;2;MTB;21;26;40;54; ;;;;
frame_083391.png;2;MTB;14;26;36;56; ;;;;
frame_083392.png;2;MTB;5;26;31;58; ;;;;
frame_085965.png;1;MTB;45;22;56;39; ;;;;
frame_085966.png;1;MTB;43;23;54;41; ;;;;
frame_085967.png;1;MTB;40;23;52;42; ;;;;
frame_085968.png;1;MTB;37;23;50;45; ;;;;
frame_085969.png;1;MTB;33;24;47;47; ;;;;
frame_085970.png;1;MTB;28;24;44;50; ;;;;
frame_085971.png;1;MTB;22;25;40;54; ;;;;
frame_085972.png;1;MTB;14;26;35;58; ;;;;
frame_085973.png;1;MTB;3;26;30;59; ;;;;
frame_086042.png;1;MTB;44;23;53;36; ;;;;
frame_086043.png;1;MTB;39;23;51;39; ;;;;
frame_086044.png;1;MTB;35;24;48;41; ;;;;
frame_086045.png;1;MTB;29;24;44;43; ;;;;
frame_086046.png;1;MTB;22;25;39;46; ;;;;
frame_086047.png;1;MTB;12;26;34;51; ;;;;
frame_086048.png;1;MTB;1;27;26;56; ;;;;
frame_097950.png;1;MTB;45;23;53;37; ;;;;
frame_097951.png;1;MTB;41;23;52;40; ;;;;
frame_097952.png;1;MTB;38;23;50;42; ;;;;
frame_097953.png;1;MTB;34;24;48;44; ;;;;
frame_097954.png;1;MTB;29;25;44;48; ;;;;
frame_097954.png;2;MTB;48;22;56;37; ;;;;
frame_097955.png;1;MTB;22;25;41;50; ;;;;
frame_097955.png;2;MTB;47;22;55;37; ;;;;
frame_097956.png;1;MTB;14;26;36;54; ;;;;
frame_097956.png;2;MTB;44;22;53;40; ;;;;
frame_097957.png;1;MTB;3;27;29;56; ;;;;
frame_097957.png;2;MTB;41;22;51;42; ;;;;
frame_097958.png;2;MTB;38;22;50;44; ;;;;
frame_097959.png;2;MTB;32;24;47;47; ;;;;
frame_097960.png;2;MTB;26;25;43;50; ;;;;
frame_097961.png;2;MTB;19;26;39;54; ;;;;
frame_097962.png;2;MTB;9;26;32;58; ;;;;
frame_097963.png;2;MTB;0;27;23;59; ;;;;
frame_098528.png;1;MTB;46;23;55;37; ;;;;
frame_098529.png;1;MTB;44;23;54;39; ;;;;
frame_098530.png;1;MTB;42;23;52;39; ;;;;
frame_098531.png;1;MTB;40;24;50;42; ;;;;
frame_098532.png;1;MTB;37;24;48;44; ;;;;
frame_098533.png;1;MTB;33;25;46;46; ;;;;
frame_098533.png;2;MTB;50;23;58;36; ;;;;
frame_098534.png;1;MTB;29;25;43;49; ;;;;
frame_098534.png;2;MTB;48;23;57;37; ;;;;
frame_098535.png;1;MTB;24;26;41;52; ;;;;
frame_098535.png;2;MTB;47;23;56;37; ;;;;
frame_098536.png;1;MTB;17;27;37;55; ;;;;
frame_098536.png;2;MTB;46;23;55;38; ;;;;
frame_098537.png;1;MTB;10;28;32;59; ;;;;
frame_098537.png;2;MTB;44;23;54;38; ;;;;
frame_098538.png;1;MTB;0;28;25;59; ;;;;
frame_098538.png;2;MTB;42;24;53;40; ;;;;
frame_098539.png;2;MTB;39;24;52;43; ;;;;
frame_098540.png;2;MTB;37;25;49;44; ;;;;
frame_098541.png;2;MTB;33;25;47;46; ;;;;
frame_098542.png;2;MTB;29;25;44;49; ;;;;
frame_098543.png;2;MTB;24;26;41;52; ;;;;
frame_098544.png;2;MTB;18;28;37;55; ;;;;
frame_098545.png;2;MTB;10;28;33;59; ;;;;
frame_098545.png;3;MTB;45;23;55;38; ;;;;
frame_098546.png;2;MTB;0;29;27;59; ;;;;
frame_098546.png;3;MTB;44;23;54;38; ;;;;
frame_098547.png;3;MTB;42;24;53;39; ;;;;
frame_098548.png;3;MTB;40;24;51;41; ;;;;
frame_098549.png;3;MTB;37;25;49;43; ;;;;
frame_098550.png;3;MTB;34;25;47;46; ;;;;
frame_098551.png;3;MTB;30;25;44;49; ;;;;
frame_098551.png;4;MTB;46;23;55;37; ;;;;
frame_098552.png;3;MTB;24;26;41;52; ;;;;
frame_098552.png;4;MTB;45;22;54;38; ;;;;
frame_098553.png;3;MTB;17;27;37;55; ;;;;
frame_098553.png;4;MTB;42;22;52;38; ;;;;
frame_098554.png;3;MTB;9;27;32;58; ;;;;
frame_098554.png;4;MTB;41;23;51;40; ;;;;
frame_098555.png;3;MTB;0;28;25;59; ;;;;
frame_098555.png;4;MTB;38;23;49;43; ;;;;
frame_098556.png;4;MTB;35;23;48;44; ;;;;
frame_098557.png;4;MTB;32;23;45;46; ;;;;
frame_098558.png;4;MTB;28;24;42;48; ;;;;
frame_098559.png;4;MTB;23;24;40;51; ;;;;
frame_098560.png;4;MTB;17;25;35;54; ;;;;
frame_098561.png;4;MTB;9;25;31;57; ;;;;
frame_098562.png;4;MTB;0;26;25;59; ;;;;
frame_098580.png;1;MTB;46;23;55;37; ;;;;
frame_098581.png;1;MTB;44;23;53;39; ;;;;
frame_098582.png;1;MTB;42;24;51;40; ;;;;
frame_098583.png;1;MTB;40;24;50;42; ;;;;
frame_098584.png;1;MTB;37;24;48;43; ;;;;
frame_098585.png;1;MTB;34;25;46;45; ;;;;
frame_098586.png;1;MTB;29;25;44;47; ;;;;
frame_098587.png;1;MTB;25;26;41;51; ;;;;
frame_098587.png;2;MTB;47;22;55;35; ;;;;
frame_098588.png;1;MTB;18;26;38;54; ;;;;
frame_098588.png;2;MTB;45;22;54;38; ;;;;
frame_098589.png;1;MTB;12;27;33;58; ;;;;
frame_098589.png;2;MTB;44;22;53;38; ;;;;
frame_098590.png;1;MTB;3;27;27;59; ;;;;
frame_098590.png;2;MTB;41;22;52;40; ;;;;
frame_098591.png;2;MTB;39;23;50;41; ;;;;
frame_098592.png;2;MTB;36;23;48;43; ;;;;
frame_098593.png;2;MTB;32;23;45;44; ;;;;
frame_098594.png;2;MTB;28;23;43;47; ;;;;
frame_098594.png;3;MTB;47;22;55;38; ;;;;
frame_098595.png;2;MTB;22;24;41;50; ;;;;
frame_098595.png;3;MTB;46;22;54;39; ;;;;
frame_098596.png;2;MTB;15;25;36;55; ;;;;
frame_098596.png;3;MTB;44;22;53;40; ;;;;
frame_098597.png;2;MTB;6;25;31;56; ;;;;
frame_098597.png;3;MTB;40;23;51;42; ;;;;
frame_098598.png;2;MTB;0;26;25;59; ;;;;
frame_098598.png;3;MTB;38;23;49;42; ;;;;
frame_098599.png;3;MTB;35;23;47;45; ;;;;
frame_098600.png;3;MTB;31;24;44;48; ;;;;
frame_098601.png;3;MTB;26;24;41;51; ;;;;
frame_098602.png;3;MTB;22;25;37;54; ;;;;
frame_098603.png;3;MTB;14;25;33;57; ;;;;
frame_098603.png;4;MTB;45;22;54;38; ;;;;
frame_098604.png;3;MTB;7;26;27;59; ;;;;
frame_098604.png;4;MTB;44;22;53;39; ;;;;
frame_098605.png;3;MTB;0;26;21;59; ;;;;
frame_098605.png;4;MTB;43;22;52;39; ;;;;
frame_098606.png;4;MTB;39;22;50;41; ;;;;
frame_098607.png;4;MTB;36;23;48;44; ;;;;
frame_098608.png;4;MTB;32;23;45;46; ;;;;
frame_098609.png;4;MTB;28;24;42;49; ;;;;
frame_098610.png;4;MTB;23;24;39;52; ;;;;
frame_098611.png;4;MTB;16;25;34;55; ;;;;
frame_098612.png;4;MTB;8;26;28;59; ;;;;
frame_098613.png;4;MTB;0;26;20;59; ;;;;
frame_098614.png;4;MTB;46;22;54;38; ;;;;
frame_098615.png;4;MTB;44;23;52;39; ;;;;
frame_098616.png;4;MTB;41;23;51;40; ;;;;
frame_098617.png;4;MTB;38;24;50;43; ;;;;
frame_098618.png;4;MTB;35;24;47;45; ;;;;
frame_098619.png;4;MTB;30;25;45;49; ;;;;
frame_098619.png;5;MTB;46;22;55;39; ;;;;
frame_098620.png;4;MTB;24;25;41;53; ;;;;
frame_098620.png;5;MTB;45;22;54;39; ;;;;
frame_098621.png;4;MTB;16;26;37;56; ;;;;
frame_098621.png;5;MTB;43;22;52;41; ;;;;
frame_098622.png;4;MTB;6;26;31;59; ;;;;
frame_098622.png;5;MTB;40;22;51;42; ;;;;
frame_098623.png;4;MTB;0;27;23;59; ;;;;
frame_098623.png;5;MTB;37;22;49;43; ;;;;
frame_098624.png;5;MTB;33;23;47;46; ;;;;
frame_098625.png;5;MTB;28;24;44;50; ;;;;
frame_098626.png;5;MTB;21;24;40;54; ;;;;
frame_098627.png;5;MTB;12;25;35;58; ;;;;
frame_098627.png;6;MTB;43;23;53;40; ;;;;
frame_098628.png;5;MTB;2;26;27;59; ;;;;
frame_098628.png;6;MTB;41;23;51;40; ;;;;
frame_098629.png;6;MTB;38;23;50;43; ;;;;
frame_098630.png;6;MTB;35;24;48;46; ;;;;
frame_098631.png;6;MTB;30;24;46;48; ;;;;
frame_098632.png;6;MTB;24;25;43;53; ;;;;
frame_098632.png;7;MTB;44;23;54;36; ;;;;
frame_098633.png;6;MTB;16;25;39;57; ;;;;
frame_098633.png;7;MTB;42;23;52;38; ;;;;
frame_098634.png;6;MTB;7;26;33;58; ;;;;
frame_098634.png;7;MTB;40;24;50;39; ;;;;
frame_098635.png;6;MTB;0;27;25;59; ;;;;
frame_098635.png;7;MTB;37;24;49;42; ;;;;
frame_098636.png;1;MTB;33;24;46;43; ;;;;
frame_098637.png;1;MTB;29;25;43;46; ;;;;
frame_098638.png;1;MTB;23;26;41;49; ;;;;
frame_098639.png;1;MTB;16;27;36;51; ;;;;
frame_098640.png;1;MTB;5;28;30;56; ;;;;
frame_109130.png;1;MTB;48;21;60;34; ;;;;
frame_109131.png;1;MTB;47;21;60;36; ;;;;
frame_109132.png;1;MTB;46;21;60;35; ;;;;
frame_109133.png;1;MTB;44;21;54;37; ;;;;
frame_109134.png;1;MTB;42;22;53;38; ;;;;
frame_109135.png;1;MTB;40;22;51;39; ;;;;
frame_109136.png;1;MTB;37;22;49;41; ;;;;
frame_109137.png;1;MTB;34;22;47;42; ;;;;
frame_109138.png;1;MTB;30;23;44;45; ;;;;
frame_109139.png;1;MTB;25;23;42;48; ;;;;
frame_109140.png;1;MTB;19;23;38;49; ;;;;
frame_109140.png;2;MTB;41;24;51;39; ;;;;
frame_109141.png;1;MTB;13;24;34;53; ;;;;
frame_109141.png;2;MTB;39;24;49;40; ;;;;
frame_109142.png;1;MTB;4;24;29;57; ;;;;
frame_109142.png;2;MTB;36;24;47;41; ;;;;
frame_109143.png;2;MTB;33;25;45;43; ;;;;
frame_109144.png;2;MTB;29;26;43;45; ;;;;
frame_109145.png;2;MTB;25;27;40;47; ;;;;
frame_109146.png;2;MTB;20;28;37;49; ;;;;
frame_109147.png;2;MTB;13;29;33;52; ;;;;
frame_109148.png;2;MTB;5;30;28;56; ;;;;
frame_109149.png;2;MTB;0;32;23;58; ;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
